1.441381809802000000e+12,0.000000000000000000e+00,5.555489433127336696e+01,1.154800000000000040e+02,2.106880000000000109e+03,4.375000000000000000e-01,7.109375000000000000e-01,1.515625000000000000e+00,1.010742187500000000e+00,3.198242187500000000e-02,-5.541992187500000000e-02,-4.167285156250000000e+01,7.495117187500000000e+01,-1.184228515625000000e+02
1.441381809902000000e+12,0.000000000000000000e+00,5.555489433127336696e+01,1.154800000000000040e+02,2.106880000000000109e+03,4.375000000000000000e-01,7.109375000000000000e-01,1.515625000000000000e+00,1.010742187500000000e+00,3.198242187500000000e-02,-5.541992187500000000e-02,-4.167285156250000000e+01,7.495117187500000000e+01,-1.184228515625000000e+02
1.441381810003000000e+12,0.000000000000000000e+00,5.555489433127336696e+01,1.154800000000000040e+02,2.106880000000000109e+03,4.375000000000000000e-01,7.109375000000000000e-01,1.515625000000000000e+00,1.010742187500000000e+00,3.198242187500000000e-02,-5.541992187500000000e-02,-4.167285156250000000e+01,7.495117187500000000e+01,-1.184228515625000000e+02
1.441381810103000000e+12,0.000000000000000000e+00,5.555489433127336696e+01,1.154800000000000040e+02,2.106880000000000109e+03,4.375000000000000000e-01,7.109375000000000000e-01,1.515625000000000000e+00,1.010742187500000000e+00,3.198242187500000000e-02,-5.541992187500000000e-02,-4.167285156250000000e+01,7.495117187500000000e+01,-1.184228515625000000e+02
1.441381810203000000e+12,0.000000000000000000e+00,5.555489433127336696e+01,1.154800000000000040e+02,2.106880000000000109e+03,4.375000000000000000e-01,7.109375000000000000e-01,1.515625000000000000e+00,1.010742187500000000e+00,3.198242187500000000e-02,-5.541992187500000000e-02,-4.167285156250000000e+01,7.495117187500000000e+01,-1.184228515625000000e+02
1.441381810303000000e+12,0.000000000000000000e+00,5.555489433127336696e+01,1.157999999999999972e+02,2.106880000000000109e+03,4.375000000000000000e-01,7.109375000000000000e-01,1.515625000000000000e+00,1.010742187500000000e+00,3.198242187500000000e-02,-5.541992187500000000e-02,-4.167285156250000000e+01,7.495117187500000000e+01,-1.184228515625000000e+02
1.441381810404000000e+12,0.000000000000000000e+00,5.555489433127336696e+01,1.157999999999999972e+02,2.106880000000000109e+03,4.375000000000000000e-01,7.109375000000000000e-01,1.515625000000000000e+00,1.010742187500000000e+00,3.198242187500000000e-02,-5.541992187500000000e-02,-4.167285156250000000e+01,7.495117187500000000e+01,-1.184228515625000000e+02
1.441381810504000000e+12,0.000000000000000000e+00,5.555489433127336696e+01,1.157999999999999972e+02,2.106880000000000109e+03,4.375000000000000000e-01,7.109375000000000000e-01,1.515625000000000000e+00,1.010742187500000000e+00,3.198242187500000000e-02,-5.541992187500000000e-02,-4.167285156250000000e+01,7.495117187500000000e+01,-1.184228515625000000e+02
1.441381810605000000e+12,0.000000000000000000e+00,5.555489433127336696e+01,1.157999999999999972e+02,2.106880000000000109e+03,4.062500000000000000e-01,7.734375000000000000e-01,1.460937500000000000e+00,1.013916015625000000e+00,2.929687500000000000e-02,-4.565429687500000000e-02,-4.107324218750000000e+01,7.405175781250000000e+01,-1.187226562500000000e+02
1.441381810705000000e+12,0.000000000000000000e+00,5.555489433127336696e+01,1.157999999999999972e+02,2.106880000000000109e+03,4.062500000000000000e-01,7.734375000000000000e-01,1.460937500000000000e+00,1.013916015625000000e+00,2.929687500000000000e-02,-4.565429687500000000e-02,-4.107324218750000000e+01,7.405175781250000000e+01,-1.187226562500000000e+02
